questionID,question,answer,transcript,typeID
Q25,"['Which TWO things does Alice say about the Dolphin Conservation Trust?', 'A Children make up most of the membership', 'В It’s the country’s largest conservation organisation', 'C It helps finance campaigns for changes in fishing practices', 'D It employs several dolphin experts full-time', 'E Volunteers help in various ways']","['C', 'E']","IELTS Listening Section 2
Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. [11/12]
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. [11/12]
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. [13] In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise [14]. It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigned to save them. I couldn't put the book down - I was hooked. [15]
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers [16], but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times [17].
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour [18]. You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
[19].
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back [20], which makes her easy to identify. So,
yes, they're all very different.",T005
Q26,"['13 Why is Alice so pleased the Trust has won the Charity Commission award?', 'A It has brought in extra money', 'В It made the work of the trust better known', 'C It has attracted more members', '14 Alice says oil exploration causes problems to dolphins because of ...', 'A noise', 'В oil leaks', 'C movement of ships', '15 Alice became interested in dolphins when', 'A she saw one swimming near her home', 'В she heard a speaker at her school', 'C she read a book about them']","['В', 'A', 'C']","IELTS Listening Section 2
Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. [11/12]
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. [11/12]
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. [13] In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise [14]. It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigned to save them. I couldn't put the book down - I was hooked. [15]
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers [16], but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times [17].
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour [18]. You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
[19].
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back [20], which makes her easy to identify. So,
yes, they're all very different.",T007
Q27,"['Which dolphin does Alice make each of the following comments about?', 'Dolphins', 'A Moon dancer', 'В Echo', 'C Kiwi', 'D Samson', 'Comments', '16 It has not been seen this year', '17 It is photographed more than the others', '18 It is always very energetic', '19 It is the newest one in the scheme', '20 It has an unusual shape']","['В', 'C', 'D', 'D', 'A']","IELTS Listening Section 2
Interviewer: Today we're pleased to have on the show Alice Bussell from the Dolphin Conservation Trust. Tell us about 
the Trust, Alice.
Alice: Well, obviously its purpose is to protect dolphins in seas all around the world. It tries to raise people’s awareness 
of the problems these marine creatures are suffering because of pollution and other threats. It started ten years ago and 
it’s one of the fastest growing animal charities in the country — although it's still fairly small compared with the big 
players in animal protection. We are particularly proud of the work we do in education — last year we visited a huge 
number of schools in different parts of the country, going round to talk to children and young people aged from five to 
eighteen. In fact, about thirty-five per cent of our members are children. The charity uses its money to support campaigns
— for example, for changes in fishing policy and so forth. [11/12]
It hopes soon to be able to employ its first full-time biologist — with dolphin expertise — to monitor populations. Of 
course, many people give their services on a voluntary basis and we now have volunteers working in observation, office 
work and other things. [11/12]
I should also tell you about the award we won from the Charity Commission last year — for our work in education. 
Although it’s not meant an enormous amount of money for us, it has made our activities even more widely publicised 
and understood. [13] In the long term it may not bring in extra members but we’re hoping it'll have this effect.
Interviewer: Is it possible to see dolphins in UK waters?
Alice: Yes. In several locations. And we have a big project in the east part of Scotland. This has long been a haven for 
dolphins because it has very little shipping. However, that may be about to change soon because oil companies want to 
increase exploration there. We’re campaigning against this because, although there’ll be little pollution from oil, 
exploration creates a lot of underwater noise [14]. It means the dolphins can’t rest and socialise. This is how I became 
interested in dolphin conservation in the first place.
I had never seen one and I hadn’t been particularly interested in them at school. Then I came across this story about a 
family of dolphins who had to leave their home in the Moray Firth because of the oil companies and about a child who 
campaigned to save them. I couldn't put the book down - I was hooked. [15]
Interviewer: I'm sure our listeners will want to find out what they can do to help. You mentioned the 'Adopt a Dolphin’ 
scheme. Can you tell us about that?
Alice: Of course! People can choose one of our dolphins to sponsor. They receive a picture of it and news updates. I’d 
like to tell you about four which are currently being adopted by our members: Moondancer, Echo, Kiwi and Samson. 
Unfortunately, Echo is being rather elusive this year and hasn't yet been sighted by our observers [16], but we remain 
optimistic that he’ll be out there soon. All the others have been out in force - Samson and Moondancer are often 
photographed together but it is Kiwi who's our real 'character' as she seems to love coming up close for the cameras and 
we've captured her on film hundreds of times [17].
They all have their own personalities - Moondancer is very elegant and curves out and into the water very smoothly, 
whereas Samson has a lot of energy - he’s always leaping out of the water with great vigour [18]. You’d probably expect 
him to be the youngest - he's not quite - that’s Kiwi - but Samson’s the latest of our dolphins to be chosen for the scheme 
[19].
Kiwi makes a lot of noise so we can often pick her out straightaway. Echo and Moondancer are noisy too, but 
Moondancer's easy to find because she has a particularly large fin on her back [20], which makes her easy to identify. So,
yes, they're all very different.",T006
Q28,"['21 What helped Rob to prepare to play the character of a doctor?', 'A the stories his grandfather told him', 'В the times when he watched his grandfather working', 'C the way he imagined his grandfather at work', '22 In the play’s first scene, the boredom of village life was suggested by', 'A repetition of words and phrases', 'В scenery painted in dull colours', 'C long pauses within conversations', '23 What has Rob learned about himself through working in a group?', 'A He likes to have clear guidelines', 'В He copes well with stress', 'C He thinks he is a good leader', '24 To support the production, research material was used which described', 'A political developments', 'В changing social attitudes', 'C economic transformations', '25 What problem did the students overcome in the final rehearsal?', 'A one person forgetting their words', 'В an equipment failure', 'C the injury of one character']","['C', 'A', 'A', 'В', 'В']","IELTS Listening Section 3
Mia: Hi, Rob. How's the course going?
Rob: Oh, hi, Mia. Yeah, great. I can’t believe the first term’s nearly over.
Mia: I saw your group’s performance last night at the student theatre. It was good.
Rob: Really? Yeah... but now we have to write a report on the whole thing, an in-depth analysis. I don't know where to 
start. Like, I have to write about the role I played, the doctor, how I developed the character.
Mia: Well, what was your starting point?
Rob: Er... my grandfather was a doctor before he retired, and I just based it on him.
Mia: OK, but how? Did you talk to him about it?
Rob: He must have all sorts of stories, but he never says much about his work, even now. He has a sort of authority 
though.
Mia: So how did you manage to capture that?
Rob: I’d... I’d visualise what he must have been like in the past, when he was sitting in his consulting room listening to 
his patients. [21]
Mia: OK, so that’s what you explain in your report.
Rob: Right.
Mia: Then there’s the issue of atmosphere - so in the first scene we needed to know how boring life was in the doctor's 
village in the 1950s, so when the curtain went up on the first scene in the waiting room, there was that long silence 
before anyone spoke. And then people kept saying the same thing over and over, like 'Cold, isn't it?' [22]
Rob: Yes, and everyone wore grey and brown, and just sat in a row.
Mia: Yes, all those details of the production.
Rob: And I have to analyse how I functioned in the group — what I found out about myself. I know I was so frustrated 
at times, when we couldn’t agree.
Mia: Yes. So did one person emerge as the leader?
Rob: Sophia did. That was OK — she helped us work out exactly what to do for the production. And that made me feel 
better [23]. I suppose.
Mia: When you understood what needed doing?
Rob: Yes. And Sophia did some research, too. That was useful in developing our approach.
Mia: Like what?
Rob: Well, she found these articles from the 1950s about how relationships between children and their parents, or 
between the public and people like bank managers or the police were shifting [24].
Mia: Interesting. And did you have any practical problems to overcome?
Rob: Well, in the final rehearsal everything was going fine until the last scene — that’s where the doctor's first patient 
appears on stage on his own.
Mia: The one in the wheelchair?
Rob: Yes, and he had this really long speech, with the stage all dark except for one spotlight — and then that stuck 
somehow so it was shining on the wrong side of the stage [25]... but anyway we got that fixed, thank goodness.
Mia: Yes, it was fine on the night.
Rob: But while you're here, Mia, I wanted to ask you about the year abroad option. Would you recommend doing that?
Mia: Yes, definitely: It’s a fantastic chance to study in another country for a year.
Rob: I think I’d like to do it, but it looks very competitive - there’s only a limited number of places.
Mia: Yes, so next year when you are in the second year of the course, you need to work really hard in all your theatre 
https://engexam.info/ielts-listening-practice-tests-printable/ – printable IELTS Listening tests 
Page 8
IELTS Listening – Practice Test 3
studies modules. Only students with good marks get places [26] — you have to prove that you know your subject really 
well.
Rob: Right. So how did you choose where to go?
Mia: Well. I decided I wanted a programme that would fit in with what I wanted to do after I graduate, so I looked for a 
university with emphasis on acting rather than directing for example [27]. It depends on you.
Then about six months before you go, you have to email the scheme coordinator with your top three choices. I had a 
friend who missed the deadline and didn’t get her first choice, so you do need to get a move on at that stage [28]. You’ll 
find that certain places are very popular with everyone.
Rob: And don’t you have to write a personal statement at that stage?
Mia: Yes.
Rob: Right. I'll get some of the final year students to give me some tips... maybe see if I can read what they wrote [29].
Mia: I think that's a very good idea. I don’t mind showing you what I did. And while you’re abroad don't make the 
mistake I made. I got so involved I forgot all about making arrangements for when I came back here for the final year. 
Make sure you stay in touch so they know your choices for the optional modules [30].",T007
Q29,"['What action is needed for the following stages in doing the ‘year abroad’ option?', 'Action', 'A be on time', 'В get a letter of recommendation', 'C plan for the final year', 'D make sure the institution’s focus is relevant', 'E show ability in Theatre Studies', 'F make travel arrangements and bookings', 'G ask for help', 'Stages in doing the ‘year abroad’ option', '26 in the second year of the course _______', '27 when first choosing where to go _______', '28 when sending in your choices _______', '29 when writing your personal statement _______', '30 when doing the year abroad _______']","['E', 'D', 'A', 'G', 'C']","IELTS Listening Section 3
Mia: Hi, Rob. How's the course going?
Rob: Oh, hi, Mia. Yeah, great. I can’t believe the first term’s nearly over.
Mia: I saw your group’s performance last night at the student theatre. It was good.
Rob: Really? Yeah... but now we have to write a report on the whole thing, an in-depth analysis. I don't know where to 
start. Like, I have to write about the role I played, the doctor, how I developed the character.
Mia: Well, what was your starting point?
Rob: Er... my grandfather was a doctor before he retired, and I just based it on him.
Mia: OK, but how? Did you talk to him about it?
Rob: He must have all sorts of stories, but he never says much about his work, even now. He has a sort of authority 
though.
Mia: So how did you manage to capture that?
Rob: I’d... I’d visualise what he must have been like in the past, when he was sitting in his consulting room listening to 
his patients. [21]
Mia: OK, so that’s what you explain in your report.
Rob: Right.
Mia: Then there’s the issue of atmosphere - so in the first scene we needed to know how boring life was in the doctor's 
village in the 1950s, so when the curtain went up on the first scene in the waiting room, there was that long silence 
before anyone spoke. And then people kept saying the same thing over and over, like 'Cold, isn't it?' [22]
Rob: Yes, and everyone wore grey and brown, and just sat in a row.
Mia: Yes, all those details of the production.
Rob: And I have to analyse how I functioned in the group — what I found out about myself. I know I was so frustrated 
at times, when we couldn’t agree.
Mia: Yes. So did one person emerge as the leader?
Rob: Sophia did. That was OK — she helped us work out exactly what to do for the production. And that made me feel 
better [23]. I suppose.
Mia: When you understood what needed doing?
Rob: Yes. And Sophia did some research, too. That was useful in developing our approach.
Mia: Like what?
Rob: Well, she found these articles from the 1950s about how relationships between children and their parents, or 
between the public and people like bank managers or the police were shifting [24].
Mia: Interesting. And did you have any practical problems to overcome?
Rob: Well, in the final rehearsal everything was going fine until the last scene — that’s where the doctor's first patient 
appears on stage on his own.
Mia: The one in the wheelchair?
Rob: Yes, and he had this really long speech, with the stage all dark except for one spotlight — and then that stuck 
somehow so it was shining on the wrong side of the stage [25]... but anyway we got that fixed, thank goodness.
Mia: Yes, it was fine on the night.
Rob: But while you're here, Mia, I wanted to ask you about the year abroad option. Would you recommend doing that?
Mia: Yes, definitely: It’s a fantastic chance to study in another country for a year.
Rob: I think I’d like to do it, but it looks very competitive - there’s only a limited number of places.
Mia: Yes, so next year when you are in the second year of the course, you need to work really hard in all your theatre 
https://engexam.info/ielts-listening-practice-tests-printable/ – printable IELTS Listening tests 
Page 8
IELTS Listening – Practice Test 3
studies modules. Only students with good marks get places [26] — you have to prove that you know your subject really 
well.
Rob: Right. So how did you choose where to go?
Mia: Well. I decided I wanted a programme that would fit in with what I wanted to do after I graduate, so I looked for a 
university with emphasis on acting rather than directing for example [27]. It depends on you.
Then about six months before you go, you have to email the scheme coordinator with your top three choices. I had a 
friend who missed the deadline and didn’t get her first choice, so you do need to get a move on at that stage [28]. You’ll 
find that certain places are very popular with everyone.
Rob: And don’t you have to write a personal statement at that stage?
Mia: Yes.
Rob: Right. I'll get some of the final year students to give me some tips... maybe see if I can read what they wrote [29].
Mia: I think that's a very good idea. I don’t mind showing you what I did. And while you’re abroad don't make the 
mistake I made. I got so involved I forgot all about making arrangements for when I came back here for the final year. 
Make sure you stay in touch so they know your choices for the optional modules [30].",T006
Q30,"['Promotion goals focus on 31 _______', 'The Chronic Factor', ""• comes from one's 32 _______"", 'The 33 _______ Factor', '• we are more likely to focus on promotion goals when with a 34 _______', '• we are more likely to focus on prevention goals with our boss', 'Promotion Focus: People think about an ideal version of themselves, their\n35 _______ and their gains.', ""Leadership behaviour and 36 _______ affects people's focus"", 'Transformational Leaders:', '• pay special attention to the 37 _______ of their followers', '• passionately communicate a clear 38 _______', 'Transactional Leaders:', '• create 39 _______ to make expectations clear', 'Promotion Focus is good for jobs requiring 40 _______']","['achievement', 'personality', 'situational', 'friend', 'aspirations', 'style', 'development', 'vision', 'structures', 'innovation']","IELTS Listening Section 4
Today, I want to talk about self-regulatory focus theory and how the actions of leaders can affect the way followers 
approach different situations. Self-regulatory focus theory is a theory developed by Tory Higgins. He says that a person’s
focus at any given time is to either approach pleasure or avoid pain. These are two basic motivations that each and every 
one of us has, and they cause us to have different kinds of goals. Promotion goals in different life situations emphasise 
achievement [31]. Prevention goals are oriented towards the avoidance of punishment.
In a specific situation, our thoughts might focus more on promotion goals or more on prevention goals. The theory 
suggests that two factors affect which goals we are focusing on. First, there is a chronic factor. This factor is connected to
a person's personality [32] and says that each person has a basic tendency to either focus more on promotion goals or 
focus more on prevention goals as part of his or her personality. Second, there is a situational factor [33] which means 
that the context we are in can make us more likely to focus on one set of goals or the other. For example, we are more 
likely to be thinking about pleasure and to have promotion goals when we are spending time with a friend [34]. In 
contrast, if we are working on an important project for our boss, we are more likely to try to avoid making mistakes and 
therefore have more prevention goals in our mind.
Research has shown that the goals we are focusing on at a given time affect the way we think. For example, when 
focusing on promotion goals, people consider their ideal self, their aspirations and gains [35]. They don't think about 
what they can lose, so they think in a happier mode. They feel more inspired to change. When people are focusing on 
prevention goals, they think about their “ought"" self. What are they supposed to be? What are people expecting from 
them? They consider their obligations to others. As a result, they experience more anxiety and try to avoid situations 
where they could lose.
Now that I have talked about the two focuses and how they affect people, I want to look at the idea that the way leaders 
behave, or their style of leading, can affect the focus [36] that followers adopt in a specific situation.
In talking about leadership, we often mention transformational leaders and transactional leaders. Transformational 
leaders, when interacting with their followers, focus on their development [37]. In their words and actions 
transformational leaders highlight change. Their speech is passionate and conveys a definitive vision [38]. All of these 
things can encourage followers to think about what could be. In other words, they inspire a promotion focus in their 
followers.
https://engexam.info/ielts-listening-practice-tests-printable/ – printable IELTS Listening tests 
Page 9
IELTS Listening – Practice Test 3
In contrast, transactional leaders focus on developing clear structures that tell their followers exactly what is expected of 
them [39]. While they do explain the rewards people will get for following orders, they emphasise more how a follower 
will be punished or that a follower won't get rewarded if his or her behaviour doesn’t change. In short, they emphasise 
the consequences of making a mistake. This emphasis will clearly lead followers to focus on avoiding punishment and 
problems. This is clearly a prevention focus.
In conclusion, it is important to understand that one focus is not necessarily better than the other one. For a designer who 
works in a field where a lot of innovation is needed, a promotion focus is probably better [40]. In contrast, a prevention 
focus which causes people to work more cautiously and produce higher quality work might be very appropriate for a job 
like a surgeon, for example. The main point of the research, though, is that the actions of leaders can greatly influence 
whether people approach a situation with more of a promotion focus or more of a prevention focus.
https://engexam.info/ielts-listening-practice-tests-printable/ – printable IELTS Listening tests 
Page 10",T010
Q31,"['Name: Edith 1 __________', 'Address: Flat 4, 2 __________ Park Flats', '(Behind the 3 __________)', 'Best time to contact customer: during the 4 __________', 'Where to park: opposite entrance next to the 5 __________', 'Needs full quote showing all the jobs and the 6 __________']","['Pargetter', 'East', 'library', 'morning/mornings', 'postbox', 'prices']","Ms Pargetter: It's Edith Pargetter [1].
Mr. Thorndyke: Edith... can you spell your surname, please?
Ms Pargetter: It's P-A-R-G-E-double T-E-R [1].
Mr. Thorndyke: Double T, right. And do you live in West Park Flats as well?
Ms Pargetter: No, actually it’s East Park, Flat 4 [2].
Mr. Thorndyke: Oh, right, that’s over the road, I seem to remember - quite difficult to get to.
Ms Pargetter: Yes, it’s at the back of the library [3].
Mr. Thorndyke: Right, I know. And what’s your phone number?
Ms Pargetter: 875934 but I’m out a great deal in the afternoons and evenings.
Mr. Thorndyke: So would the best time to ring you be in the morning? [4]
Ms Pargetter: Yes [4].
Mr. Thorndyke: Fine. I've made a note of that. Can I just ask, I'll be in a van and I know parking’s rather difficult round your flats. Where would you recommend?
Ms Pargetter: Well, I always tell people in larger vehicles to park by the postbox on the other side of the road from the entrance [5].
Mr. Thorndyke: Good, thanks.
Ms Pargetter: And will you be able to give me a full itemised quote?
Mr. Thorndyke: Oh. yes. I'll list all the jobs separately with individual prices [6].",T011
Q32,"['Area\nWork to be done\nNotes\nKitchen\nReplace the 7 __________ in the door', 'Paint wall above the 8 __________', 'Fix tomorrow\nStrip paint and plaster approximately one 9 __________ in advance', 'Garden\nOne 10 __________ needs replacing (end of garden)']","['glass', 'cooker', 'week', 'fence']","Ms Pargetter: Firstly and most urgently is in the kitchen. With all the weather damage, the glass in the door has cracked and I’d need that fixing [7].
Mr. Thorndyke: I presume you mean replacing?
Ms Pargetter: Oh, yes. And as soon as possible...
Mr. Thorndyke: What I'll do is come round tomorrow morning and do that immediately.
Ms Pargetter: Thank you so much. The other things aren’t so urgent but...
Mr. Thorndyke: Now, I'll make a note of everything you want doing.
Ms Pargetter: Well, in the kitchen I’d like some painting doing.
Mr. Thorndyke: All the kitchen walls?
Ms Pargetter: Just the area over the cooker [8]. It’s very greasy...
Mr. Thorndyke: Right... it does tend to get that way!
Ms Pargetter: Yes!
Mr. Thorndyke: Well, if you want a proper job done what I’d need to do is strip the old paint and plaster it about a week before I paint it [9].
Ms Pargetter: Of course. Now, May tells me you also do work in the garden.
Mr. Thorndyke: That’s right.
Ms Pargetter: Well, I’d like you to replace a fence.
Mr. Thorndyke: Just one?
Ms Pargetter: Yes, at the far end [10].",T001
Q33,"['11 Why did a port originally develop at Manham?\nA It was safe from enemy attack.\nВ It was convenient for river transport.\nC It had a good position on the sea coast.', '12 What caused Manham’s sudden expansion during the Industrial Revolution?\nA the improvement in mining techniques\nВ the increase in demand for metals\nC the discovery of tin in the area', '13 Why did rocks have to be sent away from Manham to be processed?\nA shortage of fuel\nВ poor transport systems\nC lack of skills among local people', '14 What happened when the port declined in the twentieth century?\nA The workers went away.\nВ Traditional skills were lost.\nC Buildings were used for new purposes.', '15 What did the Manham Trust hope to do?\nA discover the location of the original port\nВ provide jobs for the unemployed\nC rebuild the port complex']","['B', 'B', 'A', 'A', 'C']","The port of Manham is located in beautiful and peaceful countryside, on a bend in the great River Avon, and developed here because it’s the highest navigable point of the Avon - boats can go no higher up this river - and proved a handy place to load and unload cargo [11] to and from the sea, which is over 23 miles away.
A small port was already established here when, about 900 years ago, tin was discovered nearby, though it wasn’t until the Industrial Revolution, when a tremendous need for metals of all kinds developed, that Manham expanded to become one of the busiest ports in the country [12].
And because it was already so busy, prospectors began to look for other minerals, and by the end of the nineteenth century, lead, copper, manganese and arsenic were added to the cargos leaving Manham.
In the early days, the ores had been smelted - or processed - in the same area they were mined. But, as demand grew, the smelting process required huge factory furnaces or fires to melt the metal from the rock and there was not enough coal in the local area, so the rocks containing minerals had to be shipped long distances [13].
Sadly, in the twentieth century, the great port of Manham declined, and thousands of workers were forced to emigrate out of the area [14]. The building at the port fell into disrepair, and the place became almost forgotten. But then, the Manham Trust was formed to conserve the historical resources of the area. It organised scores of local volunteers to remove undergrowth to find the original outlines of the installations. It then brought in paid professionals to match installations with maps of the original port complex and to set about reconstructing it [15].",T007
Q34,"[""copper mine\nSpecially adapted miners' 16_____ take \nvisitors into the mountain"", 'the mine is 17 _____ and enclosed — unsuitable \nfor children and animals', 'village school\nclassrooms and a special exhibition of 18 \n_____', 'a 19 _____ is recommended', '""The George"" (old \nsailing ship)\nthe ship\'s wheel (was lost but has now been \nrestored)\nchildren shouldn\'t use the 20 _____']","['trains', 'dark', 'games', 'guided tour', 'ladder/ladders']","But what can you do and see on your visit today? Here are just a few highlights. We suggest you start with the visit to the copper mine. Travel on converted mining trains and journey into the depths of the mountain [16] along seams once worked by hundreds of miners.
Watch out especially for the great pumping machines which rid the mine of water. But please be warned that, like all mines, ours is very dark and closed in and we do say that children under five and also dogs should NOT be taken into the mine [17].
The next recommended visit is to the village school. While looking round the classrooms, take a special look at our display of games [18], which is one of the largest in the world.
And it's recommended that you time your visit to coincide with a guided tour [19]. This will give you the opportunity to ask lots of questions. Near the school is the beautiful old sailing ketch called ‘The George'. You are welcome to board the boat and look round the cabins. Look out for the ship’s wheel which was missing until only five years ago when it was dredged out of the silt by a local fisherman. We have no idea how it got there but it’s been polished and proudly restored to its original place on the boat. Please take care going down the ladders if you wish to visit the lower deck - we don’t recommend you allow young children to use them [20].",T001
Q35,['Which TWO skills did Laura improve as a result of her work placement?\nA communication\nВ design\nC IT\nD marketing\nE organisation'],"['A', 'E']","Tim: Do you think you got any better at managing your time and prioritising things? [21] You always used to say you had trouble with that...
Laura: Oh. definitely . There was so much pressure to meet the project deadline. And I also got better at explaining things and asserting my opinions [21, 22], because I had to have weekly consultations with the marketing manager and give him a progress report.",T005
Q36,['Which TWO immediate benefits did the company get from Laura’s work placement?\nA updates for its software\nВ cost savings\nC an improved image\nD new clients\nE a growth in sales'],"['B', 'C']","Laura: Absolutely. It was really worthwhile... But you know, the company benefited too...
Tim: Yes, they must have done. After all, if they’d used a professional advertising agency to produce their brochure instead of doing it in-house, presumably they'd have paid a lot more?
Laura: Oh, yes. I worked it out - it would have been 250 per cent more [23].
Tim: And I thought the end result was good, even though we did everything on site. The company has quite a powerful computer and I managed to borrow some scanning software from the university. The new brochure looks really professional. It enhances the image of the company straight away [24].",T005
Q37,"['25 obtaining booklet _____', '26 discussing options _____', '27 getting updates _____', '28 responding to invitation for interview _____', '29 informing about outcome of interview _____', '30 requesting a reference _____']","['D', 'F', 'G', 'B', 'E', 'C']","Laura: It's easy enough to do, because there’s a government agency called STEP - S-T-E-P - that organises placements for students. You should start by getting their booklet [25] with all the details - I expect you can download one from their website.
Tim: Actually, they’ve got copies in the psychology department [25] - I’ve seen them there. I'll just go to the office and pick one up.
Laura: Right. And then if I were you, after I’d looked at it I'd go over all the options with someone...
Tim: I suppose I should ask my tutor’s advice. He knows more about me than anyone.
Laura: One of the career officers would be better [26], they’ve got more knowledge about the jobs market than your personal tutor would have.
Tim: OK...
Laura:And then when you know what you want you can register with STEP - you’ll find their address in the booklet. And once you’ve registered they assign you to a mentor who looks after your application.
Tim:And then I suppose you just sit back and wait till you hear something? They told me at the careers office that it’s best to be proactive, and get updates yourself by checking the website for new placement alerts [27].
Laura: Your mentor is supposed to keep you informed, but you can't rely on that.
Tim:I don’t suppose it’s a good idea to get in touch with companies directly, is it?
Laura: Not really... But it is the company who notifies you if they want you to go for an interview. You get a letter of invitation or an email from personnel departments [28].
Tim:And do I reply directly to them?
Laura: Yes, you do STEP only gets involved again once you've been made a job offer.
Tim: Right... So, once you’ve had an interview you should let your mentor know what the outcome is? I mean whether you’re offered a job, and whether you’ve decided to accept it?
Laura: That’s right [29]. They'll inform the careers office once a placement has been agreed, so you don’t have to do that.
Tim:Is that all then?
Laura: More or less. Only once you’ve accepted an offer you’ll probably have to supply a reference [30], because the placement will be conditional on that.
Tim:And that’s something you should ask your own tutor to provide [30].",T006
