questionID,question,answer,transcript,typeID
Q33,"['What action is needed for the following stages in doing the ‘year abroad’ option?', 'Choose FIVE answers from the box and write the correct letter A-G next to questions 26-30.', 'Action', 'A be on time', 'В get a letter of recommendation', 'C plan for the final year', 'D make sure the institution’s focus is relevant', 'E show ability in Theatre Studies', 'F make travel arrangements and bookings', 'G ask for help', 'Stages in doing the ‘year abroad’ option', '26 in the second year of the course _______', '27 when first choosing where to go _______', '28 when sending in your choices _______', '29 when writing your personal statement _______', '30 when doing the year abroad _______']","['E', 'D', 'A', 'G', 'C']","Mia: Hi, Rob. How's the course going?
Rob: Oh, hi, Mia. Yeah, great. I can’t believe the first term’s nearly over.
Mia: I saw your group’s performance last night at the student theatre. It was good.
Rob: Really? Yeah... but now we have to write a report on the whole thing, an in-depth analysis. I don't know where to 
start. Like, I have to write about the role I played, the doctor, how I developed the character.
Mia: Well, what was your starting point?
Rob: Er... my grandfather was a doctor before he retired, and I just based it on him.
Mia: OK, but how? Did you talk to him about it?
Rob: He must have all sorts of stories, but he never says much about his work, even now. He has a sort of authority 
though.
Mia: So how did you manage to capture that?
Rob: I’d... I’d visualise what he must have been like in the past, when he was sitting in his consulting room listening to 
his patients. 
Mia: OK, so that’s what you explain in your report.
Rob: Right.
Mia: Then there’s the issue of atmosphere - so in the first scene we needed to know how boring life was in the doctor's 
village in the 1950s, so when the curtain went up on the first scene in the waiting room, there was that long silence 
before anyone spoke. And then people kept saying the same thing over and over, like 'Cold, isn't it?' 
Rob: Yes, and everyone wore grey and brown, and just sat in a row.
Mia: Yes, all those details of the production.
Rob: And I have to analyse how I functioned in the group — what I found out about myself. I know I was so frustrated 
at times, when we couldn’t agree.
Mia: Yes. So did one person emerge as the leader?
Rob: Sophia did. That was OK — she helped us work out exactly what to do for the production. And that made me feel 
better . I suppose.
Mia: When you understood what needed doing?
Rob: Yes. And Sophia did some research, too. That was useful in developing our approach.
Mia: Like what?
Rob: Well, she found these articles from the 1950s about how relationships between children and their parents, or 
between the public and people like bank managers or the police were shifting .
Mia: Interesting. And did you have any practical problems to overcome?
Rob: Well, in the final rehearsal everything was going fine until the last scene — that’s where the doctor's first patient 
appears on stage on his own.
Mia: The one in the wheelchair?
Rob: Yes, and he had this really long speech, with the stage all dark except for one spotlight — and then that stuck 
somehow so it was shining on the wrong side of the stage ... but anyway we got that fixed, thank goodness.
Mia: Yes, it was fine on the night.
Rob: But while you're here, Mia, I wanted to ask you about the year abroad option. Would you recommend doing that?
Mia: Yes, definitely: It’s a fantastic chance to study in another country for a year.
Rob: I think I’d like to do it, but it looks very competitive - there’s only a limited number of places.
Mia: Yes, so next year when you are in the second year of the course, you need to work really hard in all your theatre 
studies modules. Only students with good marks get places — you have to prove that you know your subject really 
well.
Rob: Right. So how did you choose where to go?
Mia: Well. I decided I wanted a programme that would fit in with what I wanted to do after I graduate, so I looked for a 
university with emphasis on acting rather than directing for example . It depends on you.
Then about six months before you go, you have to email the scheme coordinator with your top three choices. I had a 
friend who missed the deadline and didn’t get her first choice, so you do need to get a move on at that stage . You’ll 
find that certain places are very popular with everyone.
Rob: And don’t you have to write a personal statement at that stage?
Mia: Yes.
Rob: Right. I'll get some of the final year students to give me some tips... maybe see if I can read what they wrote .
Mia: I think that's a very good idea. I don’t mind showing you what I did. And while you’re abroad don't make the 
mistake I made. I got so involved I forgot all about making arrangements for when I came back here for the final year. 
Make sure you stay in touch so they know your choices for the optional modules .
",T006
Q34,"['Promotion goals focus on 31 _______', ""• comes from one's 32 _______"", 'The 33 _______ Factor', '• we are more likely to focus on promotion goals when with a 34 _______', 'Promotion Focus: People think about an ideal version of themselves, their\n35 _______ and their gains.', ""Leadership behaviour and 36 _______ affects people's focus"", 'Transformational Leaders:\n• pay special attention to the 37 _______ of their followers', '• passionately communicate a clear 38 _______', 'Transactional Leaders:\n• create 39 _______ to make expectations clear', 'Promotion Focus is good for jobs requiring 40 _______']","['achievement/achievements', 'personality/character', 'situational', 'friend', 'aspirations/ambitions', 'style', 'development', 'vision', 'structures', 'innovation/innovations']","Today, I want to talk about self-regulatory focus theory and how the actions of leaders can affect the way followers 
approach different situations. Self-regulatory focus theory is a theory developed by Tory Higgins. He says that a person’s
focus at any given time is to either approach pleasure or avoid pain. These are two basic motivations that each and every 
one of us has, and they cause us to have different kinds of goals. Promotion goals in different life situations emphasise 
achievement . Prevention goals are oriented towards the avoidance of punishment.
In a specific situation, our thoughts might focus more on promotion goals or more on prevention goals. The theory 
suggests that two factors affect which goals we are focusing on. First, there is a chronic factor. This factor is connected to
a person's personality and says that each person has a basic tendency to either focus more on promotion goals or 
focus more on prevention goals as part of his or her personality. Second, there is a situational factor which means 
that the context we are in can make us more likely to focus on one set of goals or the other. For example, we are more 
likely to be thinking about pleasure and to have promotion goals when we are spending time with a friend . In 
contrast, if we are working on an important project for our boss, we are more likely to try to avoid making mistakes and 
therefore have more prevention goals in our mind.
Research has shown that the goals we are focusing on at a given time affect the way we think. For example, when 
focusing on promotion goals, people consider their ideal self, their aspirations and gains . They don't think about 
what they can lose, so they think in a happier mode. They feel more inspired to change. When people are focusing on 
prevention goals, they think about their “ought"" self. What are they supposed to be? What are people expecting from 
them? They consider their obligations to others. As a result, they experience more anxiety and try to avoid situations 
where they could lose.
Now that I have talked about the two focuses and how they affect people, I want to look at the idea that the way leaders 
behave, or their style of leading, can affect the focus that followers adopt in a specific situation.
In talking about leadership, we often mention transformational leaders and transactional leaders. Transformational 
leaders, when interacting with their followers, focus on their development . In their words and actions 
transformational leaders highlight change. Their speech is passionate and conveys a definitive vision . All of these 
things can encourage followers to think about what could be. In other words, they inspire a promotion focus in their 
followers.
In contrast, transactional leaders focus on developing clear structures that tell their followers exactly what is expected of 
them . While they do explain the rewards people will get for following orders, they emphasise more how a follower 
will be punished or that a follower won't get rewarded if his or her behaviour doesn’t change. In short, they emphasise 
the consequences of making a mistake. This emphasis will clearly lead followers to focus on avoiding punishment and 
problems. This is clearly a prevention focus.
In conclusion, it is important to understand that one focus is not necessarily better than the other one. For a designer who 
works in a field where a lot of innovation is needed, a promotion focus is probably better . In contrast, a prevention 
focus which causes people to work more cautiously and produce higher quality work might be very appropriate for a job 
like a surgeon, for example. The main point of the research, though, is that the actions of leaders can greatly influence 
whether people approach a situation with more of a promotion focus or more of a prevention focus.",T011
Q35,"['Name: Edith 1 __________', 'Address: Flat 4, 2 __________ Park Flats', '(Behind the 3 __________)', 'Phone number: 875934', 'Best time to contact customer: during the 4 __________', 'Where to park: opposite entrance next to the 5 __________', 'Needs full quote showing all the jobs and the 6 __________']","['Pargetter', 'East', 'library', 'morning/mornings', 'postbox', 'prices']","Mr. Thorndyke: Thorndyke’s.
Ms Pargetter: Good morning. Is that Mr Thorndyke?
Mr. Thorndyke: Speaking. How can I help?
Ms Pargetter: I’ve got quite a few things which need painting and fixing in the flat and I wonder whether you'd be able to do the work.
Mr. Thorndyke: I’m sure I’d be able to help but let me take down a few details.
Ms Pargetter: Yes, of course.
Mr. Thorndyke: Well, firstly, how did you hear about us?
Ms Pargetter: It was my friend May Hamoton... you did some excellent work for her a couple of years ago. Do you remember?
Mr. Thorndyke: Oh, yes, that was in West Park Flats, lovely lady.
Ms Pargetter: Yes, she is.
Mr. Thorndyke: And what’s your name, please?
Ms Pargetter: It's Edith Pargetter [1].
Mr. Thorndyke: Edith... can you spell your surname, please?
Ms Pargetter: It's P-A-R-G-E-double T-E-R [1].
Mr. Thorndyke: Double T, right. And do you live in West Park Flats as well?
Ms Pargetter: No, actually it’s East Park, Flat 4 [2].
Mr. Thorndyke: Oh, right, that’s over the road, I seem to remember - quite difficult to get to.
Ms Pargetter: Yes, it’s at the back of the library [3].
Mr. Thorndyke: Right, I know. And what’s your phone number?
Ms Pargetter: 875934 but I’m out a great deal in the afternoons and evenings.
Mr. Thorndyke: So would the best time to ring you be in the morning? [4]
Ms Pargetter: Yes [4].
Mr. Thorndyke: Fine. I've made a note of that. Can I just ask, I'll be in a van and I know parking’s rather difficult round your flats. Where would you recommend?
Ms Pargetter: Well, I always tell people in larger vehicles to park by the postbox on the other side of the road from the entrance [5].
Mr. Thorndyke: Good, thanks.
Ms Pargetter: And will you be able to give me a full itemised quote?
Mr. Thorndyke: Oh. yes. I'll list all the jobs separately with individual prices [6].
Ms Pargetter: That'd be a great help.
Mr. Thorndyke: No problem.",T002
Q36,"['Kitchen: Replace the 7 __________ in the door', 'Kitchen: Paint wall above the 8 __________', 'Kitchen: Strip paint and plaster approximately one 9 __________ in advance', 'Garden: One 10 __________ needs replacing (end of garden)']","['glass', 'cooker', 'week', 'fence']","Mr. Thorndyke: Now, what would you like me to do?
Ms Pargetter: Firstly and most urgently is in the kitchen. With all the weather damage, the glass in the door has cracked and I’d need that fixing [7].
Mr. Thorndyke: I presume you mean replacing?
Ms Pargetter: Oh, yes. And as soon as possible...
Mr. Thorndyke: What I'll do is come round tomorrow morning and do that immediately.
Ms Pargetter: Thank you so much. The other things aren’t so urgent but...
Mr. Thorndyke: Now, I'll make a note of everything you want doing.
Ms Pargetter: Well, in the kitchen I’d like some painting doing.
Mr. Thorndyke: All the kitchen walls?
Ms Pargetter: Just the area over the cooker [8]. It’s very greasy...
Mr. Thorndyke: Right... it does tend to get that way!
Ms Pargetter: Yes!
Mr. Thorndyke: Well, if you want a proper job done what I’d need to do is strip the old paint and plaster it about a week before I paint it [9].
Ms Pargetter: Of course. Now, May tells me you also do work in the garden.
Mr. Thorndyke: That’s right.
Ms Pargetter: Well, I’d like you to replace a fence.
Mr. Thorndyke: Just one?
Ms Pargetter: Yes, at the far end [10].
Mr. Thorndyke: Fine. Shouldn’t be a problem.
Ms Pargetter: And that’s the lot.
Mr. Thorndyke: Fine. Yeah, as I say I can come round tomorrow morning to look over things with you.
Ms Pargetter: That’s great, thank you.
Mr. Thorndyke: So, I’ll look forward to seeing you tomorrow at...",T001
Q37,"['11 Why did a port originally develop at Manham?', '12 What caused Manham’s sudden expansion during the Industrial Revolution?', '13 Why did rocks have to be sent away from Manham to be processed?', '14 What happened when the port declined in the twentieth century?', '15 What did the Manham Trust hope to do?']","['B', 'B', 'A', 'A', 'C']","Narrator: Welcome to Manham Port, where a thousand years of history are brought to life. All the family can enjoy a day out at Manham: visit our copper mine, see models of the machinery it used, have your photo taken in nineteenth-century costume, experience at first hand how people lived at different stages throughout history, and especially how children studied, worked and played.
The port of Manham is located in beautiful and peaceful countryside, on a bend in the great River Avon, and developed here because it’s the highest navigable point of the Avon - boats can go no higher up this river - and proved a handy place to load and unload cargo [11] to and from the sea, which is over 23 miles away.
A small port was already established here when, about 900 years ago, tin was discovered nearby, though it wasn’t until the Industrial Revolution, when a tremendous need for metals of all kinds developed, that Manham expanded to become one of the busiest ports in the country [12].
And because it was already so busy, prospectors began to look for other minerals, and by the end of the nineteenth century, lead, copper, manganese and arsenic were added to the cargos leaving Manham.
In the early days, the ores had been smelted - or processed - in the same area they were mined. But, as demand grew, the smelting process required huge factory furnaces or fires to melt the metal from the rock and there was not enough coal in the local area, so the rocks containing minerals had to be shipped long distances [13].
Sadly, in the twentieth century, the great port of Manham declined, and thousands of workers were forced to emigrate out of the area [14]. The building at the port fell into disrepair, and the place became almost forgotten. But then, the Manham Trust was formed to conserve the historical resources of the area. It organised scores of local volunteers to remove undergrowth to find the original outlines of the installations. It then brought in paid professionals to match installations with maps of the original port complex and to set about reconstructing it [15].
Today you can see the results of this ambitious programme of restoration. The intention, and we believe this will be realised before the end of the year, is to return Manham Port to the condition it reached at its peak as 'the greatest copper port in the country’.",T007
Q38,"[""copper mine: Specially adapted miners' 16_____ take visitors into the mountain"", 'copper mine: the mine is 17 _____ and enclosed — unsuitable for children and animals', 'village school: classrooms and a special exhibition of 18 _____', 'village school: a 19 _____ is recommended', '""The George"" (old sailing ship): children shouldn\'t use the 20 _____']","['trains', 'dark', 'games', 'guided tour', 'ladder/ladders']","But what can you do and see on your visit today? Here are just a few highlights. We suggest you start with the visit to the copper mine. Travel on converted mining trains and journey into the depths of the mountain [16] along seams once worked by hundreds of miners.
Watch out especially for the great pumping machines which rid the mine of water. But please be warned that, like all mines, ours is very dark and closed in and we do say that children under five and also dogs should NOT be taken into the mine [17].
The next recommended visit is to the village school. While looking round the classrooms, take a special look at our display of games [18], which is one of the largest in the world.
And it's recommended that you time your visit to coincide with a guided tour [19]. This will give you the opportunity to ask lots of questions. Near the school is the beautiful old sailing ketch called ‘The George'. You are welcome to board the boat and look round the cabins. Look out for the ship’s wheel which was missing until only five years ago when it was dredged out of the silt by a local fisherman. We have no idea how it got there but it’s been polished and proudly restored to its original place on the boat. Please take care going down the ladders if you wish to visit the lower deck - we don’t recommend you allow young children to use them [20].
So we hope you have a memorable visit to Manham Port and will tell your friends all about us",T001
Q39,['Which TWO skills did Laura improve as a result of her work placement?'],"['A', 'E']","Tim: Hi, Laura - could you spare a few minutes to talk about the work placement you did last summer? I'm thinking of doing one myself...
Laura: Hi, Tim. Sure.
Tim: Didn’t you do yours at an environmental services company?
Laura: That's right... It’s only a very small company and they needed someone to produce a company brochure, and I wanted to get some business experience because I’m interested in a career in occupational psychology in a business environment. It was good because I had overall responsibility for the project.
Tim: What kind of skills do you think you developed on the placement? I mean, apart from the ones you already had... Did you have to do all the artwork for the brochure, the layout and everything?
Laura: We hired the services of a professional photographer for that. I did have to use my IT skills to a certain extent because I cut and pasted text from marketing leaflets, but that didn't involve anything I hadn’t done before.
Tim: Do you think you got any better at managing your time and prioritising things? [21] You always used to say you had trouble with that...
Laura: Oh. definitely . There was so much pressure to meet the project deadline. And I also got better at explaining things and asserting my opinions [21, 22], because I had to have weekly consultations with the marketing manager and give him a progress report.
Tim: It sounds as if you got a lot out of it then.
Laura: Absolutely. It was really worthwhile... But you know, the company benefited too...",T005
Q40,['Which TWO immediate benefits did the company get from Laura’s work placement?'],"['B', 'C']","Tim: Yes, they must have done. After all, if they’d used a professional advertising agency to produce their brochure instead of doing it in-house, presumably they'd have paid a lot more?
Laura: Oh, yes. I worked it out - it would have been 250 per cent more [23].
Tim: And I thought the end result was good, even though we did everything on site. The company has quite a powerful computer and I managed to borrow some scanning software from the university. The new brochure looks really professional. It enhances the image of the company straight away [24].
Laura: So in the long run it should help them to attract clients, and improve their sales figures?
Tim: That’s the idea. Yeah.",T005
Q41,"['25 obtaining booklet', '26 discussing options', '27 getting updates', '28 responding to invitation for interview', '29 informing about outcome of interview', '30 requesting a reference']","['D', 'F', 'G', 'B', 'E', 'C']","Tim: Well, all in all it sounds very positive - I think I will go ahead and apply for a placement myself. How do I go about it?
Laura: It's easy enough to do, because there’s a government agency called STEP - S-T-E-P - that organises placements for students. You should start by getting their booklet [25] with all the details - I expect you can download one from their website.
Tim: Actually, they’ve got copies in the psychology department [25] - I’ve seen them there. I'll just go to the office and pick one up.
Laura: Right. And then if I were you, after I’d looked at it I'd go over all the options with someone...
Tim: I suppose I should ask my tutor’s advice. He knows more about me than anyone.
Laura: One of the career officers would be better [26], they’ve got more knowledge about the jobs market than your personal tutor would have.
Tim: OK...
Laura:And then when you know what you want you can register with STEP - you’ll find their address in the booklet. And once you’ve registered they assign you to a mentor who looks after your application.
Tim:And then I suppose you just sit back and wait till you hear something? They told me at the careers office that it’s best to be proactive, and get updates yourself by checking the website for new placement alerts [27].
Laura: Your mentor is supposed to keep you informed, but you can't rely on that.
Tim:I don’t suppose it’s a good idea to get in touch with companies directly, is it?
Laura: Not really... But it is the company who notifies you if they want you to go for an interview. You get a letter of invitation or an email from personnel departments [28].
Tim:And do I reply directly to them?
Laura: Yes, you do STEP only gets involved again once you've been made a job offer.
Tim: Right... So, once you’ve had an interview you should let your mentor know what the outcome is? I mean whether you’re offered a job, and whether you’ve decided to accept it?
Laura: That’s right [29]. They'll inform the careers office once a placement has been agreed, so you don’t have to do that.
Tim:Is that all then?
Laura: More or less. Only once you’ve accepted an offer you’ll probably have to supply a reference [30], because the placement will be conditional on that.
Tim:And that’s something you should ask your own tutor to provide [30].
Laura: He knows about your academic ability and also about your qualities, like reliability.",T006
Q42,"['31 The speaker says that one problem with nanotechnology is that', '32 According to the speaker, some scientists believe that nano-particles', ""33 In the speaker's opinion, research into nanotechnology""]","['C', 'B', 'C']","Narrator: Today we’re going to look at an important area of science, namely nanotechnology. So what is it? Nano means tiny, so it’s science and engineering on the scale of atoms and molecules. The idea is that by controlling and rearranging atoms, you can literally create anything. However, as we’ll see, the science of the small has some big implications affecting us in many ways.
There’s no doubt that nanotechnology promises so much for civilisation. However, all new technologies have their teething problems. And with nanotechnology, society often gets the wrong idea about its capabilities [31].
Numerous science-fiction books and movies have raised people's fears about nanotechnology - with scenarios such as inserting little nano-robots into your body that monitor everything you do without you realising it, or self-replicating nano-robots that eventually take over the world.
So how do we safeguard such a potentially powerful technology? Some scientists recommend that nano-particles be treated as new chemicals with separate safety tests and clear labelling [32].
They believe that greater care should also be taken with nano-particles in laboratories and factories [32]. Others have called for a withdrawal of new nano products such as cosmetics and a temporary halt to many kinds of nano-tech research. But as far as I’m concerned there's a need to plough ahead with the discoveries and applications of nanotechnology [33].
I really believe that most scientists would welcome a way to guard against unethical uses of such technology. We can’t go around thinking that all innovation is bad, all advancement is bad. As with the debate about any new technology, it is how you use it that’s important. So let’s look at some of its possible uses.",T007
Q43,"['Transport: Nanotechnology could allow the development of stronger 34 _____', 'Transport: 35 _____ travel will be made available to the masses.', 'Technology: Computers will be even smaller, faster, and will have a greater 36 _____', 'Technology: 37 _____ energy will become more affordable.', 'The Environment: Pollutants such as 38 _____ could be removed from water more easily.', 'The Environment: There will be no 39 _____ from manufacturing.', 'Health and Medicine: Analysis of medical 40 _____will be sped up.']","['metal/metals', 'space', 'memory', 'solar', 'oil', 'waste', 'tests']","Thanks to nanotechnology, there could be a major breakthrough in the field of transportation with the production of more durable metals [34]. These could be virtually unbreakable, lighter and much more pliable leading to planes that are 50 times lighter than at present. Those same improved capabilities will dramatically reduce the cost of travelling into space making it more accessible to ordinary people [35] and opening up a totally new holiday destination.
In terms of technology, the computer industry will be able to shrink computer parts down to minute sizes. We need nanotechnology in order to create a new generation of computers that will work even faster and will have a million times more memory [36] but will be about the size of a sugar cube.
Nanotechnology could also revolutionise the way that we generate power. The cost of solar cells will be drastically reduced so harnessing this energy will be far more economical [37] than at present.
But nanotechnology has much wider applications than this and could have an enormous impact on our environment. For instance, tiny airborne nano-robots could be programmed to actually rebuild the ozone layer, which could lessen the impact of global warming on our planet. That’s a pretty amazing thought, isn’t it? On a more local scale, this new technology could help with the clean-up of environmental disasters as nanotechnology will allow us to remove oil and other contaminants from the water far more effectively [38]. And, if nanotechnology progresses as expected - as a sort of building block set of about 90 atoms - then you could build anything you wanted from the bottom up. In terms of production, this means that you only use what you need and so there wouldn't be any waste [39].
The notion that you could create anything at all has major implications for our health. It means that we’ll eventually be able to replicate anything. This would have a phenomenal effect on our society. In time it could even lead to the eradication of famine through the introduction of machines that produce food to feed the hungry.
But it’s in the area of medicine that nanotechnology may have its biggest impact. How we detect disease will change as tiny biosensors are developed to analyse tests in minutes rather than days [40]. There’s even speculation nano-robots could be used to slow the ageing process, lengthening life expectancy.
As you can see, I’m very excited by the implications that could be available to us in the next few decades. Just how long it’ll take, I honestly don't know.",T011
Q44,"['1. How much is the beginner’s course?', 'A $190', 'B $320', 'C $330', 'D $430', '2. What does the club insurance cover?', 'A injury to yourself', 'B injury to your equipment', 'C damage to other people’s property', 'D loss of personal belongings', '3. How do the girls want to travel?', 'A public transport', 'B private bus', 'C car', 'D bicycle']","['C', 'C', 'D']","Man: The introductory is $190; the beginner's course, which is what you'd probably be looking at, is $320 - no, sorry 330 - it's just gone up[1] - and the pilot course is $430.
Man: No, I'm afraid not - it's only 3rd party and covers you against damage to other people or their belongings[2] , but not theft or injury, You would need to take out your own personal accident insurance.
Maria: I see! And what's the best way to get to your place? By public transport or could we come by bike? We're pretty keen cyclists [3] .",T007
Q45,"['Complete the form below.', 'Write NO MORE THAN THREE WORDS AND/OR A NUMBER for each answer.', 'TELEPHONE MEMO', 'Name: Maria Gentle', 'Address: C/o Mr & Mre 4 __________', '5 __________ Newcastle', 'Fax no: 0249 6 __________', 'Type of Card : 7 __________']","['McDonald/Macdonald/MacDonald', 'Post Office Box/PO Box 676', '775431', 'credit card/Visa']","Maria: Care of Mr. and Mrs. McDonald [4] .
Man: The post office box address is probably best. It's PO Box 676 [5]. Newcastle.
Maria: Yes, actually, there is. It's 0249 that's for Newcastle and then double seven five four three one [6].
Maria: By credit card , if that's OK. Do you take Visa? [7]",T002
Q46,"['Which TWO of the following items must people take with them?', 'A sandals', 'B old clothes', 'C pullover', 'D shirt with long sleeves', 'E soft drinks', 'F hat', 'G sunglasses']","['D,F (both required for one mark, either order)']","Maria: Well it says here. Clothes: wear stout boots, so no sneakers or sandals I suppose, and clothes suitable for an active day in the hills, preferably a long-sleeved t-shirt [8] . That's probably in case you land in the stinging nettles! It also says we should bring a packed lunch. We do not recommend soft drinks or flasks of coffee. Water is really the best thing to drink. We'd also need to bring suntan lotion and something to protect your head from the sun! [8]",T005
Q47,"['Which TWO accommodation options mentioned are near the paragliding school?', 'A camping', 'B youth hostel', 'C family', 'D backpackers’ inn', 'E caravan park', 'F bed and breakfast', 'G cheap hotel']","['A, F (any order)']","Maria: Well look! They seem to operate a campsite too [9], because it says here that it's only $10 a day to pitch a tent . That'd be fine, wouldn't it? And that way we'd save quite a bit because even a cheap hotel would cost money.
Pauline: Urn..or perhaps we could stay in a bed and breakfast nearby [9]. It gives a couple of names here we could ring. I think I might prefer that. Hotels and youth hostels would all be miles away from the farm and I don't fancy a caravan.",T005
Q48,['Which weekend do the girls decide to go? 10 __________'],['after (the) exams'],"Maria: OK, then. Let's make it the one after the exams [10].",T009
Q49,"['Complete the notes below.', 'Write NO MORE THAN THREE WORDS AND/OR A NUMBER for each answer', 'GOODWOOD CAR SHOW', 'Type of car: Duesenberq J-type', 'Number made: 11 __________', 'Type of body: 12 __________', 'Engines contained capsules of mercury to ensure a 13 __________ trip.', 'Top speed: 14 __________ kilometres per hour.', 'Sold as a 15 __________', 'Main attraction: 16 __________', 'Type of car: Leyat Helica', 'Number built: 17 __________', 'Car looks like a 18 __________ without 19 __________', 'Steering used the 20 __________']","['473', '(open) 2/two(-)seater', 'smooth', '180', 'frame and engine', 'instrument panel/instruments/stop-watch', '30', 'light aircraft/plane', 'wings', 'rear wheels']","Well, here I am, standing in front of one of the most prestigious cars ever built, the Duesenberg, a fantastically expensive, luxurious car built in the early part of the 20th century and bearing all the glamorous qualities of the jazz age. How many were there? Well, only 473 Duesenberg J-types were ever built [11] and the model here is one of the rarest.
Each had a short 125-inch chassis or framework and the body was always in the form of an open two-seater [12] .
The technology behind the car's 6.9-litre engine was extraordinary. It featured capsules of mercury in the engines to absorb vibration and provide an incredibly smooth ride [13].
In fact, these cars offered unparalleled performance, in an age when 160 kilometres per hour was considered very fast, the Duesenberg promised a top speed of 180 kilometres per hour [14] and could do 140 kilometres per hour in second gear.
Duesenberg, who designed the car, sold it as a frame and engine [15] ... this was typical of the age again and many prestige manufacturers such as Rolls-Royce did exactly the same. Owners able to afford the hefty $9,000 price tag for the basic car would then commission a coachwork company to build a body tailored to their own individual requirements.
The Duesenberg's great attraction for the driver was its instrument panel which offered all the usual features but also several others including a stop-watch [16].
On to another celebrity, the 1922 Leyat Helica. Only 30 of these French propeller cars were built [17] and the model here at Goodwood, which was the fourth to be made, is thought to be the only surviving example still capable of running.
The brains behind this car was Marcel Leyat who was an aviation pioneer first and foremost, and the influence of flying is quite apparent in the car. The Leyat very strongly resembles a light aircraft [18] with its front propeller but in this case it's minus any wings [19] of course!
It's quite odd to think that this car was whirring through France, just as the Duesenberg was blasting down roads at 160 kilometres per hour across the Atlantic. The Leyats were used regularly in France in the 1920s and were even produced in saloon and van form, as well as two-seater. The Leyat matched its propeller drive with its equally bizarre steering which used the rear rather than the front wheels [20]! But despite looking rather frail, it was a tough machine.",T011
Q50,"['Complete the notes below.', 'Write NO MORE THAN THREE WORDS AND/OR A NUMBER for each answer.', 'Research details:', 'Title of project: 21 __________', 'Focus of project: entertainment away from 22 __________']","['Out and About', '(the) university/campus']","Mike: Yes, so we've called our project 'Out and About' [21] Mind the capitalisation as it is a title.
Rosie: Yes, we deliberately omitted those as we really wanted to examine outside entertainment in the town as opposed to on the university campus. [22]",T011
Q51,"['23. Which chart shows the percentage of cinema seats provided by the different cinema houses?', 'A Chart A', 'B Chart B', 'C Chart C', '24. Which graph shows the relative popularity of different cinemas?', 'A Graph A', 'B Graph B', 'C Graph C', '25. What did Rosie and Mike realise about the two theatres?', 'A The prices were very similar.', 'B They were equally popular.', 'C They offered the same facilities.', '26. Which graph shows comparative attendance for cinema and theatre?', 'A Graph A', 'B Graph B', 'C Graph C']","['B', 'B', 'B', 'A']","Mike: So if you look at this chart ... in terms of audience size, the multi-screen complex accounts for 75% of all cinema seats [23], the Park Cinema, accounts for 20% of seats and the late-night Odeon has just 5% of seats .
Rosie: As you probably know, the Complex and the Park show all the latest films, while the late-night cinema tends to show cult films. So, when we interviewed the students, we thought the Complex would be the most popular choice of cinema ... but surprisingly it was the late-night Odeon [24] .
Mike: Yeah, and most students said that if they wanted to see a new film, they waited for it to show at the Park because the complex is more expensive and further out of town so you have to pay more to get there as well.
Tutor: Yes, and that adds to the cost, of course, and detracts from the popularity [24], evidently .
Rosie: What we did find that was very interesting is that there are periods during the year when students seem to go to the theatre and periods when they go to the cinema and we really think that's to do with budget. If you look at this graph, you can see that there's a peak around November/December when they go to the theatre more and then a period in April/ May when neither is particularly popular [26] and then theatre viewing seems to trail off virtually while the cinema becomes quite popular in June/July [26] .",T007
Q52,"['Complete the chart about the different music clubs below.', 'Choose the correct words in the list.', 'A. Poor', 'B. OK', 'C. Excellent', 'Club', 'Type of music', 'Quality of venue', 'The Blues Club Blues', '27 ___', 'The Sansue South American', '28 ___', 'Pier Hotel Folk', '29 ___', 'Baldrock Cafe Rock', '30 ___']","['Poor', 'Excellent', 'OK', 'Excellent']","Rosie: First of all, The Blues Club, which obviously specialises in blues music. This was a pretty small place and the seating was minimal so we didn't give that a very good rating. [27]
Rosie: Then The Sansue which plays a lot of South American music was a big place, very lively, good performers so two ticks for that one [28].
The Pier Hotel is a folk venue ... a good place for local and up-and-coming folk artists to play. Not the best of venues as it's in a basement and a bit dark but the quality of the entertainment was reasonable and the lighting was very warm so we felt it deserved an average rating. [29]
Finally, there's the Baldrock Cafe which features big rock bands and is pretty popular with students and we enjoyed ourselves there as well, so top marks for that one. [30]",T006
Q53,"['Complete the notes using NO MORE THAN THREE WORDS AND/OR A NUMBER for each answer.', 'Main focus of lecture: the impact of 31 __________ on the occurrence of dust storms.', 'Two main types of impact: 1. break up ground surface, e.g. off-road vehicle use', '2. remove protective plants, e.g. 32 __________']","['human activity/activities', 'farming and drainage']","Lecturer: Today we're going to examine more closely what causes dust storms and what other effects they can have. As you know, dust storms have always been a feature of desert climates, but what we want to focus on today is the extent to which human activity is causing them [31].
So - what are these human activities ? Well, there are two main types that affect the wind erosion process, and thus the frequency of dust storms. There are activities that break up naturally wind-resistant surfaces such as off-road vehicle use and construction and there are those that remove protective vegetation cover from soils, for example, mainly farming and drainage. [32]",T011
